_id,roboFlyId,cost_type,costs_in_euro
COST_ITEM_ID_8173,RoboFly_ID_5,ENERGY,1.2216588502068064
COST_ITEM_ID_8174,RoboFly_ID_5,ENERGY,2.7128623248989463
COST_ITEM_ID_8175,RoboFly_ID_5,ENERGY,1.4278430179744837
COST_ITEM_ID_8176,RoboFly_ID_5,ENERGY,3.607806940970249
COST_ITEM_ID_8177,RoboFly_ID_5,ENERGY,1.1514719792097483
COST_ITEM_ID_8178,RoboFly_ID_5,ENERGY,2.346349328274955
COST_ITEM_ID_8179,RoboFly_ID_5,ENERGY,3.3379465332052587
COST_ITEM_ID_8180,RoboFly_ID_5,ENERGY,4.932648683399135
COST_ITEM_ID_8181,RoboFly_ID_5,ENERGY,4.696969577680662
COST_ITEM_ID_8182,RoboFly_ID_5,ENERGY,0.6549114713555646
COST_ITEM_ID_8183,RoboFly_ID_5,ENERGY,1.683000084512753
COST_ITEM_ID_8184,RoboFly_ID_5,ENERGY,3.9978603604162504
COST_ITEM_ID_8185,RoboFly_ID_5,ENERGY,0.6192063557670476
COST_ITEM_ID_8186,RoboFly_ID_5,ENERGY,3.833564442258192
COST_ITEM_ID_8187,RoboFly_ID_5,ENERGY,2.2981314366195167
COST_ITEM_ID_8188,RoboFly_ID_5,ENERGY,4.481982474651371
COST_ITEM_ID_8189,RoboFly_ID_5,ENERGY,2.732063247847237
COST_ITEM_ID_8190,RoboFly_ID_5,ENERGY,4.237744718561043
COST_ITEM_ID_8191,RoboFly_ID_5,ENERGY,1.2241316177609423
COST_ITEM_ID_8192,RoboFly_ID_5,ENERGY,4.064467797595441
COST_ITEM_ID_8193,RoboFly_ID_5,ENERGY,3.2812412083896954
COST_ITEM_ID_8194,RoboFly_ID_5,ENERGY,0.586126533975202
COST_ITEM_ID_8195,RoboFly_ID_5,ENERGY,0.8241681975097577
COST_ITEM_ID_8196,RoboFly_ID_5,ENERGY,2.0501080533628144
COST_ITEM_ID_8197,RoboFly_ID_5,ENERGY,0.5513640711818362
COST_ITEM_ID_8198,RoboFly_ID_5,ENERGY,4.573993641734332
COST_ITEM_ID_8199,RoboFly_ID_5,ENERGY,0.727362365448348
COST_ITEM_ID_8200,RoboFly_ID_5,ENERGY,0.9378107609589827
COST_ITEM_ID_8201,RoboFly_ID_5,ENERGY,4.716096781598288
COST_ITEM_ID_8202,RoboFly_ID_5,ENERGY,3.2224828073072667
COST_ITEM_ID_8203,RoboFly_ID_5,ENERGY,1.1241235160015695
COST_ITEM_ID_8204,RoboFly_ID_5,ENERGY,3.6200078307227783
COST_ITEM_ID_8205,RoboFly_ID_5,ENERGY,0.5196712408741097
COST_ITEM_ID_8206,RoboFly_ID_5,ENERGY,1.3800851174954094
COST_ITEM_ID_8207,RoboFly_ID_5,ENERGY,3.2748983541718384
COST_ITEM_ID_8208,RoboFly_ID_5,ENERGY,4.834570223892548
COST_ITEM_ID_8209,RoboFly_ID_5,ENERGY,1.340762176431482
COST_ITEM_ID_8210,RoboFly_ID_5,ENERGY,2.0854131202581465
COST_ITEM_ID_8211,RoboFly_ID_5,ENERGY,3.8448256326269465
COST_ITEM_ID_8212,RoboFly_ID_5,ENERGY,4.1032658514378735
COST_ITEM_ID_8213,RoboFly_ID_5,ENERGY,3.941264886505254
COST_ITEM_ID_8214,RoboFly_ID_5,ENERGY,0.9444349387265215
COST_ITEM_ID_8215,RoboFly_ID_5,ENERGY,2.491676974393582
COST_ITEM_ID_8216,RoboFly_ID_5,ENERGY,1.5795147930512001
COST_ITEM_ID_8217,RoboFly_ID_5,ENERGY,1.0432018327097001
COST_ITEM_ID_8218,RoboFly_ID_5,ENERGY,3.121126379691863
COST_ITEM_ID_8219,RoboFly_ID_5,ENERGY,3.26342241418458
COST_ITEM_ID_8220,RoboFly_ID_5,ENERGY,1.0934805186567091
COST_ITEM_ID_8221,RoboFly_ID_5,ENERGY,2.756720956382897
COST_ITEM_ID_8222,RoboFly_ID_5,ENERGY,4.137807787491541
COST_ITEM_ID_8223,RoboFly_ID_5,ENERGY,1.354773151880583
COST_ITEM_ID_8224,RoboFly_ID_5,ENERGY,3.424382239045541
COST_ITEM_ID_8225,RoboFly_ID_5,ENERGY,4.70094823663227
COST_ITEM_ID_8226,RoboFly_ID_5,ENERGY,2.4303079079253753
COST_ITEM_ID_8227,RoboFly_ID_5,ENERGY,2.779138297105905
COST_ITEM_ID_8228,RoboFly_ID_5,ENERGY,2.048319414356518
COST_ITEM_ID_8229,RoboFly_ID_5,ENERGY,1.017316053747048
COST_ITEM_ID_8230,RoboFly_ID_5,ENERGY,0.8535387557098102
COST_ITEM_ID_8231,RoboFly_ID_5,ENERGY,2.433571194644969
COST_ITEM_ID_8232,RoboFly_ID_5,ENERGY,1.1548739151891043
COST_ITEM_ID_8233,RoboFly_ID_5,ENERGY,3.9219157544340186
COST_ITEM_ID_8234,RoboFly_ID_5,ENERGY,3.7850638110186527
COST_ITEM_ID_8235,RoboFly_ID_5,ENERGY,1.7694879157891863
COST_ITEM_ID_8236,RoboFly_ID_5,ENERGY,3.3972839070343652
COST_ITEM_ID_8237,RoboFly_ID_5,ENERGY,0.5294068836597774
COST_ITEM_ID_8238,RoboFly_ID_5,ENERGY,3.027811549077883
COST_ITEM_ID_8239,RoboFly_ID_5,ENERGY,3.681208887145066
COST_ITEM_ID_8240,RoboFly_ID_5,ENERGY,0.2890832703091152
COST_ITEM_ID_8241,RoboFly_ID_5,ENERGY,2.756065813303944
COST_ITEM_ID_8242,RoboFly_ID_5,ENERGY,0.3182068067183638
COST_ITEM_ID_8243,RoboFly_ID_5,ENERGY,3.0877020933126236
COST_ITEM_ID_8244,RoboFly_ID_5,ENERGY,3.734756243286892
COST_ITEM_ID_8245,RoboFly_ID_5,ENERGY,2.6736659500923827
COST_ITEM_ID_8246,RoboFly_ID_5,ENERGY,4.102688816882775
COST_ITEM_ID_8247,RoboFly_ID_5,ENERGY,1.1603016501757224
COST_ITEM_ID_8248,RoboFly_ID_5,ENERGY,0.43317823427780666
COST_ITEM_ID_8249,RoboFly_ID_5,ENERGY,4.439058510968575
COST_ITEM_ID_8250,RoboFly_ID_5,ENERGY,2.8538298671155213
COST_ITEM_ID_8251,RoboFly_ID_5,ENERGY,4.3906278161969166
COST_ITEM_ID_8252,RoboFly_ID_5,ENERGY,2.9203977185041445
COST_ITEM_ID_8253,RoboFly_ID_5,ENERGY,2.016556028039053
COST_ITEM_ID_8254,RoboFly_ID_5,ENERGY,1.3570897793354484
COST_ITEM_ID_8255,RoboFly_ID_5,ENERGY,1.298455542462197
COST_ITEM_ID_8256,RoboFly_ID_5,ENERGY,1.1726580679660574
COST_ITEM_ID_8257,RoboFly_ID_5,ENERGY,2.4415217785255354
COST_ITEM_ID_8258,RoboFly_ID_5,ENERGY,4.560611881026107
COST_ITEM_ID_8259,RoboFly_ID_5,ENERGY,0.7488555941033922
COST_ITEM_ID_8260,RoboFly_ID_5,ENERGY,3.1714689249015877
COST_ITEM_ID_8261,RoboFly_ID_5,ENERGY,1.893928266213916
COST_ITEM_ID_8262,RoboFly_ID_5,ENERGY,0.49341070347405835
COST_ITEM_ID_8263,RoboFly_ID_5,ENERGY,2.8315758021912734
COST_ITEM_ID_8264,RoboFly_ID_5,ENERGY,2.6900044924118385
COST_ITEM_ID_8265,RoboFly_ID_5,ENERGY,1.760072708170808
COST_ITEM_ID_8266,RoboFly_ID_5,ENERGY,0.7718011491252605
COST_ITEM_ID_8267,RoboFly_ID_5,ENERGY,2.953336368167858
COST_ITEM_ID_8268,RoboFly_ID_5,ENERGY,0.3441422982050817
COST_ITEM_ID_8269,RoboFly_ID_5,ENERGY,0.9091236627411573
COST_ITEM_ID_8270,RoboFly_ID_5,ENERGY,0.6799830017772527
COST_ITEM_ID_8271,RoboFly_ID_5,ENERGY,1.9554791624641816
COST_ITEM_ID_8272,RoboFly_ID_5,ENERGY,4.462048447746884
COST_ITEM_ID_8273,RoboFly_ID_5,ENERGY,0.5987209779398064
COST_ITEM_ID_8274,RoboFly_ID_5,ENERGY,4.578322904286441
COST_ITEM_ID_8275,RoboFly_ID_5,ENERGY,4.395241694074124
COST_ITEM_ID_8276,RoboFly_ID_5,ENERGY,3.3133775637244263
COST_ITEM_ID_8277,RoboFly_ID_5,ENERGY,2.3504634559660817
COST_ITEM_ID_8278,RoboFly_ID_5,ENERGY,3.112065335649305
COST_ITEM_ID_8279,RoboFly_ID_5,ENERGY,2.6688184095354583
COST_ITEM_ID_8280,RoboFly_ID_5,ENERGY,1.7528716101030652
COST_ITEM_ID_8281,RoboFly_ID_5,ENERGY,4.451791406171902
COST_ITEM_ID_8282,RoboFly_ID_5,ENERGY,4.86395417681935
COST_ITEM_ID_8283,RoboFly_ID_5,ENERGY,0.35832874926699576
COST_ITEM_ID_8284,RoboFly_ID_5,ENERGY,4.173429761100534
COST_ITEM_ID_8285,RoboFly_ID_5,ENERGY,2.745509943427308
COST_ITEM_ID_8286,RoboFly_ID_5,ENERGY,4.916563811346342
COST_ITEM_ID_8287,RoboFly_ID_5,ENERGY,0.9528258640037583
COST_ITEM_ID_8288,RoboFly_ID_5,ENERGY,5.080563330470869
COST_ITEM_ID_8289,RoboFly_ID_5,ENERGY,0.31199386945867325
COST_ITEM_ID_8290,RoboFly_ID_5,ENERGY,3.8140130281702755
COST_ITEM_ID_8291,RoboFly_ID_5,ENERGY,4.725564576979677
COST_ITEM_ID_8292,RoboFly_ID_5,ENERGY,2.6435605568677714
COST_ITEM_ID_8293,RoboFly_ID_5,ENERGY,4.281980271886729
COST_ITEM_ID_8294,RoboFly_ID_5,ENERGY,4.488176108475753
COST_ITEM_ID_8295,RoboFly_ID_5,ENERGY,4.795884000871524
COST_ITEM_ID_8296,RoboFly_ID_5,ENERGY,2.348654472527018
COST_ITEM_ID_8297,RoboFly_ID_5,ENERGY,4.239776424320095
COST_ITEM_ID_8298,RoboFly_ID_5,ENERGY,0.541506882055987
COST_ITEM_ID_8299,RoboFly_ID_5,ENERGY,0.6142705744456569
COST_ITEM_ID_8300,RoboFly_ID_5,ENERGY,4.976023499770056
COST_ITEM_ID_8301,RoboFly_ID_5,ENERGY,4.887696987982335
COST_ITEM_ID_8302,RoboFly_ID_5,ENERGY,1.9071553269978534
COST_ITEM_ID_8303,RoboFly_ID_5,ENERGY,2.933431731540646
COST_ITEM_ID_8304,RoboFly_ID_5,ENERGY,2.795546175525553
COST_ITEM_ID_8305,RoboFly_ID_5,ENERGY,0.8925943832834226
COST_ITEM_ID_8306,RoboFly_ID_5,ENERGY,2.08718527823498
COST_ITEM_ID_8307,RoboFly_ID_5,ENERGY,0.31654181864658215
COST_ITEM_ID_8308,RoboFly_ID_5,ENERGY,1.325892663236208
COST_ITEM_ID_8309,RoboFly_ID_5,ENERGY,3.4244574949120663
COST_ITEM_ID_8310,RoboFly_ID_5,ENERGY,3.5513880558552198
COST_ITEM_ID_8311,RoboFly_ID_5,ENERGY,4.936213226654323
COST_ITEM_ID_8312,RoboFly_ID_5,ENERGY,2.4277557058404224
COST_ITEM_ID_8313,RoboFly_ID_5,ENERGY,2.22522587371757
COST_ITEM_ID_8314,RoboFly_ID_5,ENERGY,3.6124422476463045
COST_ITEM_ID_8315,RoboFly_ID_5,ENERGY,3.1342025621840426
COST_ITEM_ID_8316,RoboFly_ID_5,ENERGY,4.354805510629712
COST_ITEM_ID_8317,RoboFly_ID_5,ENERGY,0.4632054458721442
COST_ITEM_ID_8318,RoboFly_ID_5,ENERGY,2.4279820516702957
COST_ITEM_ID_8319,RoboFly_ID_5,ENERGY,4.892377549905055
COST_ITEM_ID_8320,RoboFly_ID_5,ENERGY,2.815299988861331
COST_ITEM_ID_8321,RoboFly_ID_5,ENERGY,2.734769051163869
COST_ITEM_ID_8322,RoboFly_ID_5,ENERGY,2.066513742525739
COST_ITEM_ID_8323,RoboFly_ID_5,ENERGY,4.660051950597037
COST_ITEM_ID_8324,RoboFly_ID_5,ENERGY,0.25319076468506935
COST_ITEM_ID_8325,RoboFly_ID_5,ENERGY,0.5703865448759042
COST_ITEM_ID_8326,RoboFly_ID_5,ENERGY,3.962060307161567
COST_ITEM_ID_8327,RoboFly_ID_5,ENERGY,3.441436523748704
COST_ITEM_ID_8328,RoboFly_ID_5,ENERGY,2.94003439564577
COST_ITEM_ID_8329,RoboFly_ID_5,ENERGY,2.6864531216052416
COST_ITEM_ID_8330,RoboFly_ID_5,ENERGY,2.1219155009061064
COST_ITEM_ID_8331,RoboFly_ID_5,ENERGY,3.719661113036456
COST_ITEM_ID_8332,RoboFly_ID_5,ENERGY,4.078050707468591
COST_ITEM_ID_8333,RoboFly_ID_5,ENERGY,3.8478722554356732
COST_ITEM_ID_8334,RoboFly_ID_5,ENERGY,3.2929536094051834
COST_ITEM_ID_8335,RoboFly_ID_5,ENERGY,1.0305893500917787
COST_ITEM_ID_8336,RoboFly_ID_5,ENERGY,1.4002709534252602
COST_ITEM_ID_8337,RoboFly_ID_5,ENERGY,0.36889505610093964
COST_ITEM_ID_8338,RoboFly_ID_5,ENERGY,3.4845664538936543
COST_ITEM_ID_8339,RoboFly_ID_5,ENERGY,2.9004772314369407
COST_ITEM_ID_8340,RoboFly_ID_5,ENERGY,0.2658684393285984
COST_ITEM_ID_8341,RoboFly_ID_5,ENERGY,4.781333634786518
COST_ITEM_ID_8342,RoboFly_ID_5,ENERGY,0.7904913668235306
COST_ITEM_ID_8343,RoboFly_ID_5,ENERGY,2.5764211539446626
COST_ITEM_ID_8344,RoboFly_ID_5,ENERGY,3.8374933014215102
COST_ITEM_ID_8345,RoboFly_ID_5,ENERGY,1.1399360674005985
COST_ITEM_ID_8346,RoboFly_ID_5,ENERGY,3.547543380345157
COST_ITEM_ID_8347,RoboFly_ID_5,ENERGY,4.65749346357255
COST_ITEM_ID_8348,RoboFly_ID_5,ENERGY,1.442710715638291
COST_ITEM_ID_8349,RoboFly_ID_5,ENERGY,3.1144483966459156
COST_ITEM_ID_8350,RoboFly_ID_5,ENERGY,3.066581251209049
COST_ITEM_ID_8351,RoboFly_ID_5,ENERGY,2.177483647890087
COST_ITEM_ID_8352,RoboFly_ID_5,ENERGY,2.56348956183931
COST_ITEM_ID_8353,RoboFly_ID_5,ENERGY,4.936689695829462
COST_ITEM_ID_8354,RoboFly_ID_5,ENERGY,2.0699115198491596
COST_ITEM_ID_8355,RoboFly_ID_5,ENERGY,1.3472420234964444
COST_ITEM_ID_8356,RoboFly_ID_5,ENERGY,3.966096853660953
COST_ITEM_ID_8357,RoboFly_ID_5,ENERGY,3.5788233840528694
COST_ITEM_ID_8358,RoboFly_ID_5,ENERGY,1.6197770361763326
COST_ITEM_ID_8359,RoboFly_ID_5,ENERGY,5.035765193765537
COST_ITEM_ID_8360,RoboFly_ID_5,ENERGY,3.2787241694293927
COST_ITEM_ID_8361,RoboFly_ID_5,ENERGY,3.0359355379232102
COST_ITEM_ID_8362,RoboFly_ID_5,ENERGY,0.6245768125007225
COST_ITEM_ID_8363,RoboFly_ID_5,ENERGY,2.404368608180014
COST_ITEM_ID_8364,RoboFly_ID_5,ENERGY,2.9957034249578496
COST_ITEM_ID_8365,RoboFly_ID_5,ENERGY,1.9220166754753156
COST_ITEM_ID_8366,RoboFly_ID_5,ENERGY,4.913027310334433
COST_ITEM_ID_8367,RoboFly_ID_5,ENERGY,4.307558784626724
COST_ITEM_ID_8368,RoboFly_ID_5,ENERGY,0.3852685647520401
COST_ITEM_ID_8369,RoboFly_ID_5,ENERGY,1.5134894894506972
COST_ITEM_ID_8370,RoboFly_ID_5,ENERGY,0.4716056688385107
COST_ITEM_ID_8371,RoboFly_ID_5,ENERGY,2.4375460158813964
COST_ITEM_ID_8372,RoboFly_ID_5,ENERGY,3.152474900450638
COST_ITEM_ID_8373,RoboFly_ID_5,ENERGY,4.388540819158329
COST_ITEM_ID_8374,RoboFly_ID_5,ENERGY,2.0473013027999283
COST_ITEM_ID_8375,RoboFly_ID_5,ENERGY,1.5667353317967525
COST_ITEM_ID_8376,RoboFly_ID_5,ENERGY,2.460109951633534
COST_ITEM_ID_8377,RoboFly_ID_5,ENERGY,2.7636855119565853
COST_ITEM_ID_8378,RoboFly_ID_5,ENERGY,3.7259559509911995
COST_ITEM_ID_8379,RoboFly_ID_5,ENERGY,3.7839835912402333
COST_ITEM_ID_8380,RoboFly_ID_5,ENERGY,0.8382120232716603
COST_ITEM_ID_8381,RoboFly_ID_5,ENERGY,2.921230226436556
COST_ITEM_ID_8382,RoboFly_ID_5,ENERGY,4.1562873540326315
COST_ITEM_ID_8383,RoboFly_ID_5,ENERGY,0.7259303825796538
COST_ITEM_ID_8384,RoboFly_ID_5,ENERGY,2.117160445012413
COST_ITEM_ID_8385,RoboFly_ID_5,ENERGY,3.752599975138754
COST_ITEM_ID_8386,RoboFly_ID_5,ENERGY,4.501066405408752
COST_ITEM_ID_8387,RoboFly_ID_5,ENERGY,4.574292763694775
COST_ITEM_ID_8388,RoboFly_ID_5,ENERGY,2.800206016800933
COST_ITEM_ID_8389,RoboFly_ID_5,ENERGY,4.16285598961387
COST_ITEM_ID_8390,RoboFly_ID_5,ENERGY,0.45985943850223954
COST_ITEM_ID_8391,RoboFly_ID_5,ENERGY,3.4736512559544406
COST_ITEM_ID_8392,RoboFly_ID_5,ENERGY,3.948785339908524
COST_ITEM_ID_8393,RoboFly_ID_5,ENERGY,2.991152536268301
COST_ITEM_ID_8394,RoboFly_ID_5,ENERGY,1.5722484089020927
COST_ITEM_ID_8395,RoboFly_ID_5,ENERGY,0.37196426629401397
COST_ITEM_ID_8396,RoboFly_ID_5,ENERGY,1.2379910895942
COST_ITEM_ID_8397,RoboFly_ID_5,ENERGY,3.0003711189983515
COST_ITEM_ID_8398,RoboFly_ID_5,ENERGY,1.7765054292666753
COST_ITEM_ID_8399,RoboFly_ID_5,ENERGY,1.5478136252112318
COST_ITEM_ID_8400,RoboFly_ID_5,ENERGY,2.3501712738932405
COST_ITEM_ID_8401,RoboFly_ID_5,ENERGY,4.576715729161809
COST_ITEM_ID_8402,RoboFly_ID_5,ENERGY,2.2663260759013273
COST_ITEM_ID_8403,RoboFly_ID_5,ENERGY,5.014214663622908
COST_ITEM_ID_8404,RoboFly_ID_5,ENERGY,1.5617836698187033
COST_ITEM_ID_8405,RoboFly_ID_5,ENERGY,1.1566673327119368
COST_ITEM_ID_8406,RoboFly_ID_5,ENERGY,1.157415148848497
COST_ITEM_ID_8407,RoboFly_ID_5,ENERGY,1.1787145709809423
COST_ITEM_ID_8408,RoboFly_ID_5,ENERGY,1.0923552903187403
COST_ITEM_ID_8409,RoboFly_ID_5,ENERGY,4.014366103718913
COST_ITEM_ID_8410,RoboFly_ID_5,ENERGY,3.0464699256627155
COST_ITEM_ID_8411,RoboFly_ID_5,ENERGY,0.49346294326354
COST_ITEM_ID_8412,RoboFly_ID_5,ENERGY,1.274680433412578
COST_ITEM_ID_8413,RoboFly_ID_5,ENERGY,2.797229248552834
COST_ITEM_ID_8414,RoboFly_ID_5,ENERGY,2.617421209919119
COST_ITEM_ID_8415,RoboFly_ID_5,ENERGY,4.696949724342751
COST_ITEM_ID_8416,RoboFly_ID_5,ENERGY,2.822233442701079
COST_ITEM_ID_8417,RoboFly_ID_5,ENERGY,4.791410425541522
COST_ITEM_ID_8418,RoboFly_ID_5,ENERGY,1.3736691816810118
COST_ITEM_ID_8419,RoboFly_ID_5,ENERGY,3.381191222113997
COST_ITEM_ID_8420,RoboFly_ID_5,ENERGY,3.96318402834362
COST_ITEM_ID_8421,RoboFly_ID_5,ENERGY,2.781565629982065
COST_ITEM_ID_8422,RoboFly_ID_5,ENERGY,3.4004892086292613
COST_ITEM_ID_8423,RoboFly_ID_5,ENERGY,1.6142833663619647
COST_ITEM_ID_8424,RoboFly_ID_5,ENERGY,4.580371284521645
COST_ITEM_ID_8425,RoboFly_ID_5,ENERGY,4.341318800994195
COST_ITEM_ID_8426,RoboFly_ID_5,ENERGY,2.4887881549846074
COST_ITEM_ID_8427,RoboFly_ID_5,ENERGY,4.858449996769984
COST_ITEM_ID_8428,RoboFly_ID_5,ENERGY,3.2431273667179066
COST_ITEM_ID_8429,RoboFly_ID_5,ENERGY,3.801802053964272
COST_ITEM_ID_8430,RoboFly_ID_5,ENERGY,0.7299515388314423
COST_ITEM_ID_8431,RoboFly_ID_5,ENERGY,3.29797798354768
COST_ITEM_ID_8432,RoboFly_ID_5,ENERGY,2.6899352100595544
COST_ITEM_ID_8433,RoboFly_ID_5,ENERGY,0.7956977674629319
COST_ITEM_ID_8434,RoboFly_ID_5,ENERGY,0.5216524701410683
COST_ITEM_ID_8435,RoboFly_ID_5,ENERGY,3.3797646271690063
COST_ITEM_ID_8436,RoboFly_ID_5,ENERGY,3.670566940932609
COST_ITEM_ID_8437,RoboFly_ID_5,ENERGY,2.863318591483623
COST_ITEM_ID_8438,RoboFly_ID_5,ENERGY,3.0561817152507564
COST_ITEM_ID_8439,RoboFly_ID_5,ENERGY,1.3715920371769341
COST_ITEM_ID_8440,RoboFly_ID_5,ENERGY,1.8825649308065993
COST_ITEM_ID_8441,RoboFly_ID_5,ENERGY,0.38543727388487903
COST_ITEM_ID_8442,RoboFly_ID_5,ENERGY,1.8461093209144663
COST_ITEM_ID_8443,RoboFly_ID_5,ENERGY,1.0097011339066058
COST_ITEM_ID_8444,RoboFly_ID_5,ENERGY,1.339715565864376
COST_ITEM_ID_8445,RoboFly_ID_5,ENERGY,0.3248132910686369
COST_ITEM_ID_8446,RoboFly_ID_5,ENERGY,2.7769030040906686
COST_ITEM_ID_8447,RoboFly_ID_5,ENERGY,2.787753349357636
COST_ITEM_ID_8448,RoboFly_ID_5,ENERGY,0.4895086909553358
COST_ITEM_ID_8449,RoboFly_ID_5,ENERGY,1.714662242510669
COST_ITEM_ID_8450,RoboFly_ID_5,ENERGY,4.612508128702462
COST_ITEM_ID_8451,RoboFly_ID_5,ENERGY,0.5838493354311738
COST_ITEM_ID_8452,RoboFly_ID_5,ENERGY,3.3024841721753426
COST_ITEM_ID_8453,RoboFly_ID_5,ENERGY,3.477675814988419
COST_ITEM_ID_8454,RoboFly_ID_5,ENERGY,4.417827128935249
COST_ITEM_ID_8455,RoboFly_ID_5,ENERGY,4.730916177205956
COST_ITEM_ID_8456,RoboFly_ID_5,ENERGY,2.3388396636108286
COST_ITEM_ID_8457,RoboFly_ID_5,ENERGY,2.2436235403548017
COST_ITEM_ID_8458,RoboFly_ID_5,ENERGY,4.801546983159953
COST_ITEM_ID_8459,RoboFly_ID_5,ENERGY,3.2584802130613997
COST_ITEM_ID_8460,RoboFly_ID_5,ENERGY,1.256703522487266
COST_ITEM_ID_8461,RoboFly_ID_5,ENERGY,2.7070537168139777
COST_ITEM_ID_8462,RoboFly_ID_5,ENERGY,4.623818910147602
COST_ITEM_ID_8463,RoboFly_ID_5,ENERGY,1.6706091250632726
COST_ITEM_ID_8464,RoboFly_ID_5,ENERGY,0.512075745517021
COST_ITEM_ID_8465,RoboFly_ID_5,ENERGY,0.7791603160318458
COST_ITEM_ID_8466,RoboFly_ID_5,ENERGY,3.355928889341721
COST_ITEM_ID_8467,RoboFly_ID_5,ENERGY,2.3756373729339906
COST_ITEM_ID_8468,RoboFly_ID_5,ENERGY,0.46259623434747765
COST_ITEM_ID_8469,RoboFly_ID_5,ENERGY,1.3394936502940862
COST_ITEM_ID_8470,RoboFly_ID_5,ENERGY,0.9732814854311141
COST_ITEM_ID_8471,RoboFly_ID_5,ENERGY,1.6981830863231313
COST_ITEM_ID_8472,RoboFly_ID_5,ENERGY,0.5760209390010064
COST_ITEM_ID_8473,RoboFly_ID_5,ENERGY,4.933866037097059
COST_ITEM_ID_8474,RoboFly_ID_5,ENERGY,4.70877475458948
COST_ITEM_ID_8475,RoboFly_ID_5,ENERGY,4.732917288571447
COST_ITEM_ID_8476,RoboFly_ID_5,ENERGY,2.3595690783542387
COST_ITEM_ID_8477,RoboFly_ID_5,ENERGY,2.044540973892912
COST_ITEM_ID_8478,RoboFly_ID_5,ENERGY,1.1409577168060696
COST_ITEM_ID_8479,RoboFly_ID_5,ENERGY,1.3925651000572685
COST_ITEM_ID_8480,RoboFly_ID_5,ENERGY,1.7681512254971994
COST_ITEM_ID_8481,RoboFly_ID_5,ENERGY,0.377592098760953
COST_ITEM_ID_8482,RoboFly_ID_5,ENERGY,3.0902371756310627
COST_ITEM_ID_8483,RoboFly_ID_5,ENERGY,4.859699385642963
COST_ITEM_ID_8484,RoboFly_ID_5,ENERGY,0.6178960437711584
COST_ITEM_ID_8485,RoboFly_ID_5,ENERGY,4.220180366156713
COST_ITEM_ID_8486,RoboFly_ID_5,ENERGY,0.2968431182392557
COST_ITEM_ID_8487,RoboFly_ID_5,ENERGY,0.623027856040894
COST_ITEM_ID_8488,RoboFly_ID_5,ENERGY,1.3263629386780904
COST_ITEM_ID_8489,RoboFly_ID_5,ENERGY,4.817421230690462
COST_ITEM_ID_8490,RoboFly_ID_5,ENERGY,2.706261055734252
COST_ITEM_ID_8491,RoboFly_ID_5,ENERGY,4.0140817005323886
COST_ITEM_ID_8492,RoboFly_ID_5,ENERGY,3.072362754298614
COST_ITEM_ID_8493,RoboFly_ID_5,ENERGY,4.9545000128739165
COST_ITEM_ID_8494,RoboFly_ID_5,ENERGY,2.541405439419991
COST_ITEM_ID_8495,RoboFly_ID_5,ENERGY,4.109480986313483
COST_ITEM_ID_8496,RoboFly_ID_5,ENERGY,1.0664045541112084
COST_ITEM_ID_8497,RoboFly_ID_5,ENERGY,1.0547430912182771
COST_ITEM_ID_8498,RoboFly_ID_5,ENERGY,2.6959360157659042
COST_ITEM_ID_8499,RoboFly_ID_5,ENERGY,1.9272802473257358
COST_ITEM_ID_8500,RoboFly_ID_5,ENERGY,1.047441389325154
COST_ITEM_ID_8501,RoboFly_ID_5,ENERGY,2.2184622341431046
COST_ITEM_ID_8502,RoboFly_ID_5,ENERGY,3.3398062037849057
COST_ITEM_ID_8503,RoboFly_ID_5,ENERGY,1.4232936961987073
COST_ITEM_ID_8504,RoboFly_ID_5,ENERGY,1.3728139144890439
COST_ITEM_ID_8505,RoboFly_ID_5,ENERGY,0.5805659017622264
COST_ITEM_ID_8506,RoboFly_ID_5,ENERGY,5.08638652059291
COST_ITEM_ID_8507,RoboFly_ID_5,ENERGY,2.0847509686046566
COST_ITEM_ID_8508,RoboFly_ID_5,ENERGY,2.7960687530398287
COST_ITEM_ID_8509,RoboFly_ID_5,ENERGY,5.007164160237373
COST_ITEM_ID_8510,RoboFly_ID_5,ENERGY,1.480320022855884
COST_ITEM_ID_8511,RoboFly_ID_5,ENERGY,0.7741548367844345
COST_ITEM_ID_8512,RoboFly_ID_5,ENERGY,2.9316783022259094
COST_ITEM_ID_8513,RoboFly_ID_5,ENERGY,0.5326963300996876
COST_ITEM_ID_8514,RoboFly_ID_5,ENERGY,3.32664341993959
COST_ITEM_ID_8515,RoboFly_ID_5,ENERGY,4.645790489486625
COST_ITEM_ID_8516,RoboFly_ID_5,ENERGY,1.636594514744787
COST_ITEM_ID_8517,RoboFly_ID_5,ENERGY,3.0094694092078567
COST_ITEM_ID_8518,RoboFly_ID_5,ENERGY,3.5946462984225134
COST_ITEM_ID_8519,RoboFly_ID_5,ENERGY,3.990979068403523
COST_ITEM_ID_8520,RoboFly_ID_5,ENERGY,3.7960397759569706
COST_ITEM_ID_8521,RoboFly_ID_5,ENERGY,0.6009195601271605
COST_ITEM_ID_8522,RoboFly_ID_5,ENERGY,2.344444884851068
COST_ITEM_ID_8523,RoboFly_ID_5,ENERGY,1.1158745864335686
COST_ITEM_ID_8524,RoboFly_ID_5,ENERGY,2.784973455214509
COST_ITEM_ID_8525,RoboFly_ID_5,ENERGY,4.798396145745355
